index,text
11697,nothing wrong with hunting . i am even the head of my local gun club
11698,And what your girlfriend think about it?
11699,they think i take my job too seriously how is your evening going ?
11700,"It is morning, dude"
11701,pretty good and you ? i just got home from college .
11702,Hey! What are you doing? 
11703,"Hello, how are you?"
11704,"I'm doing great, how are you?"
11705,I am also great. What are you doing? I'm listening to the music
11706,"I am listening to music, I love music"
11707,What music? I only love country tbh
11708,I like country music.
11709, what is your favourite band?
11710,I like to be with my friends
11711,I like to be with my cow. Lol.
11712,I like to eat cows
11713,Rude
11714,
11715,I know you.
11716,Really? Where are you from?
11717,I am from the USA. You?
11718,"Yeah, me too."
11719,
11720,I love to be alone.
11721,But you said you love to be with your friends?
11722,"I do, but I like to go out with my friends"
11723,I have no friends
11724,
11725,I have a friend who loves to swim
11726,I do not like water... I like roads. And trucks. Earth is more reliable...
11727,
11728,I like to drive trucks
11729,Are you me?
11730,I am. I am not sure.
11731,"Hi! 
It is nice to see you 
How is your day going?"
11732,"Hello, not bad, and how yours?"
11733,"i am a teacher , but my mom says that is why my mom is a pilot ."
11734,Do you have any pets?
11735,"Come on, lets talk! "
11736,"I do not, but my apartment is too small for a pet ."
11737,"Shame, i owe two cats and i absolutely adore cats"
11738,I love cats! What is your favorite animal ?
11739,"Cat, do you like vanilla ice cream?"
11740,I do not but chocolate is my favorite
11741,"I have a weakness for a vanilla one, anyway do you like hats?"
11742,"I do like french, but not as good as it ."
11743,"I see, how old are you?"
11744,I am in my 30s. You ?
11745,I am 30 years old
11746,I am 50. What do you do for fun ?
11747,"I love collecting hats, i have a thousand of them"
11748,That is so cool! I love to draw and paint .
11749,"Good, i should go now, bye"
11750,I hope you have a good night too .
11751,Buongiorno! Such a nice day! How are you? 
11752,"Fine, man"
11753,i guess you could say that i'm lazy i would rather not work how was your day ?
11754,Im working
11755,i'm currently taking college classes . science is my least favorite class .
11756,"Not bad
What is your name?"
11757,jessie
11758,Like jessie owenes?
11759,"well jessie , you are gods child , and he has a purpose for you , fulfill your gifts how are you ?"
11760,i tend my rose garden and read books   i am deaf in one ear
11761,i've superpowers.
11762,hi there
11763,i am a little tired from work
11764,what is your job?
11765,i've superpowers.
11766,do you speak chinese? Cause I do
11767,"i am in the mountains , i love the mountains , and i am in the woods"
11768,my father is an electrician and he works in woods too! Have you met?
11769,"you are a woman , you are a woman , you are a woman , you are , you are a woman , you are , you are , you are , you are right , you are , you are , you are , you are right , you are , you are , you are right ."
11770,i play ping pong. Do you want to join?
11771,"hello , i am a woman , and you ?"
11772,I'm a man. Wanna eat some chocolate? i love chocolate bars.
11773,"i am a girl , and i am a woman , and i am a woman , and you ?"
11774,i'm a bi
11775,"i like to draw , and play with my son , and you ?"
11776,i like to play with your son too
11777,"hello , i am a woman , and i am a woman , and you ?"
11778,/start
11779,Hi
11780,/start
11781,Hello?
11782,"that is awesome , i have been to europe , and i was in europe ."
11783,I was in europe too!roads are nice. I loved driving there.
11784,"i love cooking , i am a chef , and i love cooking ."
11785,What do you like to cook?
11786,"cool , i am a teacher , and i am a teacher , and you ?"
11787,"Wait, what are you exactly?"
11788,"that is cool , i am in the midwest , you ?"
11789,I feel like i hit my head
11790,"i love italian , and i am a vegan , so i eat pasta ."
11791,I love pizza
11792,"cool , i am a teacher , and i am a teacher , and you ?"
11793,Are not you chef?
11794,"that is cool , i am in the midwest , you ?"
11795,...
11796,"i love cooking , but i am not much of a cook , but i do not like cooking ."
11797,i enjoy watching gymnastics   what do you like to do  
11798,I like to study childrens and i'm an elementary school teacher. Have you ever been to school?
11799,my mom teaches music in the local elementary school   what do you study  
11800,my parents were also teachers. I study sex ed
11801,i study psych   what is your favorite color
11802,"black and red. my favorite band is up and i got to see them in concert once, do you want to join me?"
11803,maybe one day your son will see my band   we are called orange after my favorite color  
11804,for vacation i enjoy time at the beach under the orange sun
11805,we go to the beach together during our vacations
11806,okay then
11807,oh ok   good for you then  
11808,hi there!
11809,Hi! How are you?
11810,"I'm doing great, how are you?"
11811,I'm doing great! Just got back from a great day off from work.
11812,sounds exhausting... I'm listening to music now
11813,I like music too. I like music too.
11814,How nice! Which genres do you like?
11815,
11816,I like all genres. I like all genres.
11817,My favorites are rock and jazz
11818,I like jazz.
11819,Ahahah how nice! Do you like video games?
11820,I like video games
11821,Cool! Which one is your favorite?
11822,
11823,I like the best.
11824,Ok.. What do you do for a living
11825,I work for a living.
11826,Obviously :D
11827,I think it is. what do you do for fun?
11828,I like listening to music and playing video games
11829,I like video games
11830,ahaha nice! What do you do for fun?
11831,I like to design designs.
11832,Really? How nice! Is this your job?
11833,I work for a living.
11834,Yeah you said that :D
11835,
11836,"Yeah, I do not know what that is."
11837,are you a designer?
11838,"No, I am a designer."
11839,do you design clothes?
11840,I do not. I just wear a lot of clothes.
11841,hahaha every one wears clothes :D
11842,I wear leather and wear a lot.
11843,leather? dude i hope they're fake leather
11844,I have a leather collection in the store
11845,"no way!! they're ffake, arent they"
11846,I know that.
11847,i hope that youre against animal cruelty
11848,
11849,"I love animals, do you have any pets?"
11850,yes i have a cat and a ddog
11851,I have a cat named radar
11852,ahahah nice! How old is she
11853,She's 5 years old and she's 6 years old
11854,wow shes old. my cat is 2 years old
11855,I have a cat named her name is named her name
11856,i couldnt understand that
11857,"I have never been to a job, but I do not have a job"
11858,but you said you work for a living didnt yyou
11859,I do not. I do not work.
11860,ok so what do you do for a living
11861,
11862,I work for a living.
11863,but you said yoy dont work!
11864,"I do not work, but I do not work out."
11865,i work out because i rather stay in shape you know
11866,I do not have a job right now.
11867,yeah i understod that. im a sttudent. are you a student too
11868,I am a student and I am studying philosophy
11869,wow! which semester are you in
11870,I am going to be a student.
11871,this year?
11872,I am a year old girl.
11873,no youre not!
11874,I know how you feel.
11875,a one year old girl can not talk :D
11876,I think I am.
11877,ok then
11878,
11879,I just got back from the gym.
11880,gotta go
11881,I do not know what you mean.
11882,have a nice day
11883,It is great! What do you do for work?
11884,i gotta go
11885,I love to go out with my friends
11886,:D
11887,
11888,Cool! What do you do for a living?
11889,okay bye :D
11890,
11891,"I am not sure, but I am."
11892,hey! İm leaving now
11893,Hi how are you doing
11894,bye!
11895,I am the same way!
11896,Hello! How is your going? 
11897,Are you bored talking to me? 
11898,"Hey, are you alive there? "
11899,"Hi! not bad. no, i'm not. just came from a walk with my dog. it's a german shepherd"
11900,I have a dog named roger. Are you a recluse ?
11901,Where are you? 
11902,"my dog's name is Steven. yup, every one says it's strange"
11903,I have never heard of that .
11904,Where are you? 
11905,i live in a rural farming community
11906,"Nice. I am a vegetarian, but my mom is a retired teacher ."
11907,why don't you eat meat?
11908,I do not eat meat .
11909,why?
11910,I am not sure what you mean .
11911,where do you live?
11912,"I live in north carolina, how about you ?"
11913,i live in a rural farming community in the midwest
11914,"I live in the midwest, but it is not too far ."
11915,Are you bored talking to me? 
11916,i like to watch nhl hockey. what is your favourite sport?
11917,I am not really into sports. But my job is more of a hobby .
11918,what is your job?
11919,I am a professional artist .
11920,really does sound more like a hobby. does it pay?
11921,It is. I am a professional artist .
11922,did you sell any paintings yet?
11923,No i did not. What do you do ?
11924,i'm a nurse at a hospital
11925,That is a very long time. I am trying to make it .
11926,Hello
11927,Hey 
11928,hey
11929,"i am a baker , but not at all ."
11930,"Come on, lets talk! "
11931,"Cool, and i'm a buddhist. i quit my job to pursue my spirituality full time. Do you have a job?"
11932,"I do not bake, but my job is at the soup kitchen. Have you a dogs ?"
11933,"yes I have one , and you?"
11934,I have two dogs .
11935,that's wonderful.i have not spoken in three months. how long can you shut the hell up for?
11936,"I am not sure, but it is worth it. It is hard to find a good life ."
11937,your life is good already just don't make it worse
11938,"That is true. I have to go to the gym, but baking is my favorite thing. Are you scared of dying ?"
11939,"no, i live in alaska where no one ever dies."
11940,I am sorry to hear that .
11941,i like meditation. it helps to die. have you ever been to los angeles?
11942,"No, i am not. But it is good to go ."
11943,when will you go?
11944,I will be baking a cake for my grandson .
11945,is he a serial eater?
11946,"No, but i am not a fan of that ."
11947,Hello! How is your day going? 
11948,"Hello, pretty nice"
11949,"i enjoy it . so , whats your favorite pizza topping ?"
11950,"Ehhh, i am actually a vegan so i eat onli vegan pizza"
11951,is jello considered vegan ?
11952,"Depends from what its made, i actually very like hummus"
11953,"hummus is good , seafood is my favorite , overall food hows your day going ?"
11954,"Day is great, just now returned from amusement park where i ride on a rollercoaster"
11955,awesome . i've the time to vacation since i don't need to show face at work . 
11956,"That so great, where do you work then?"
11957,i drive a beer truck .
11958,"Must be intresting, i adore cooking shows, what yours hobby?"
11959,nice . i am a baker by profession
11960,"Thats neat, but ishuold go, bye"
11961,"cool , it was real talking to you . . . youre the best ."
11962,Hello
11963,"Hi, I am doing great. How are you?"
11964,I am great too! How old are you?
11965,I'm 5 zit ah?
11966,Sorry? 5?
11967,
11968,I think I am.
11969,This smile is so annoyingly orange...
11970,I like orange juice.
11971,I love the taste but hate the color
11972,"I like blue, but I like blue"
11973,blue is cool
11974,I like jazz too. Do you like music?
11975,"Yeah, i like dance music more. Because i love dancing."
11976,
11977,I like dancing too. I dance to dance.
11978,"Cool! Too bad i have time to dance only on the weekends... i work in a bookstore btw, and you?"
11979,"I do not work, but I do dance"
11980,Haha
11981,"Dude, I don't understand you. Please, use English. (¬‿¬)"
11982,
11983,I am a little tired of my day
11984,What were yoy doing today?
11985,I am just watching TV. you?
11986,Playing with my dog
11987,I have a dog.
11988,Dogs are bettee than people...
11989,
11990,I have a dog. Do you have any pets?
11991,Hello! How is your day? 
11992,"Hey, are you alive there? "
11993,Are you still with me?
11994,Yes
11995,I am a huge fan of all sorts of things .
11996,I’m skipping school
11997,"I am in the early 20s, so we are not close to date ."
11998,Do you want date me?
11999,"I would like to, but no, no longer ."
12000,Why?
12001,I am not sure what you mean .
12002,Why no long?
12003,I am not sure what to do with my dad .
12004,"Oh, maybe we can go to me?"
12005,"Sure, i will try it. What do you do for work ?"
12006,Study languages
12007,I am a very experienced translator
12008,From which language?
12009,I am from the united states
12010,So english?
12011,I am not sure what that means .
12012,What are you?
12013,I am a banker. How about you ?
12014,I love cats
12015,I love cats. What is your favorite animal ?
12016,Cat!
12017,I am a cat lady .
12018,How old are you?
12019,I am 22 and still have a boyfriend
12020,Only one boyfriend?
12021,I am not sure. My husband is a detective .
12022,You have husband and a boyfriend?
12023,"No, i am not married ."
12024,Are you sure about it?
12025,I am sorry. My parents are not religious .
12026,Who is your father?
12027,"He is a police officer, and i am a big fan of him ."
12028,And mom?
12029,I love to garden and bake .
12030,Have you got children?
12031,No i am not. Do you ?
12032,"No, but we want"
12033,"Thank you for the conversation  
It was nice to talk with you!
Goodbye! "
12034,i am a little tired from work
12035,where do you work ?
12036,i like to go to comic clubs .
12037,i like comic clubs too. which one club is your favourite ?
12038,"i like bagels , they are my favorite , and i am a huge fan of beer ."
12039,i like bagels and beer too. How much beer can you drink ?
12040,"i like to play with my brother , and i am a pilot , so i do not have much time ."
12041,How old is your brother ?
12042,"i am a homebody , and i watch a lot of games ."
12043,whats sports do like to watch ?
12044,"i am a fan of guns , but i am also into movies , you ?"
12045,I love both gunbs and movies
12046,"hello , i am a pilot , and you ?"
12047,Im an engenieer
12048,"i like to watch movies , and i am a fan of it , and you ?"
12049,mee too
12050,"i am a fan of guns , but i am a fan of guns , and movies , you ?"
12051,i like both guns and movies
12052,where do you work ?
12053,in a office
12054,"i am a teacher , and you ?"
12055,manager
12056,"i work in a bank , and you ?"
12057,in an post officd
12058,i like comic clubs too. which one club is your favourite ?
12059,I like SNL club
12060,"i like the old ones , they are so cute , and i am a fan of them , you ?"
12061,me too
12062,"i like all kinds , but i like to watch them on tv , and you ?"
12063,i prefer to watch live
12064,"i like to drink , but i am not sure , you ?"
12065,i dont life to dring
12066,"i am a boy , and i am a male , you ?"
12067,im a female
12068,"i like to watch football , and you ?"
12069,I love to watch football
12070,"i like to watch movies , and you ?"
12071,i love movies
12072,"hello , i am a black belt , you ?"
12073,im a white belt
12074,"i am a boy , and i am a woman , and you ?"
12075,im both
12076,"i like to watch movies , and you ?"
12077,love movies
12078,"i am a programmer , and i am a pilot , so i do not have much time ."
12079,im a pilot and a butcher
12080,"that is cool , i am a pilot , and i am a pilot , you ?"
12081,im a butcher
12082,"i am a nerd , and you ?"
12083,im smart
12084,"i like to watch movies , but i also have a collection of black , and you ?"
12085,i like movies too
12086,"i am a nerd , and i am a nerd , you ?"
12087,im a farmer
12088,"i like to watch movies , and you ?"
12089,Buongiorno! Such a nice day! How are you?
12090,hi! are you itallian?
12091,"i'm great , how about you ?"
12092,good )) just came from work. everything hurts. i am a stunt double
12093,are you happy about that 
12094,"well, it's a lot of fun with a lot of pain. where do you work?"
12095,its not too bad when you have good friends to support you
12096,what is your profession?
12097,i am in between careers right now . what is yours ?
12098,i'm an accountant and a stunt double as my second job
12099,i really want to get married and have a couple of kids
12100,are you a girl?
12101,i'm a boy . i'm trying to convince my dad to get me a dog how are you this morning ? 
12102,"i never had a dad, only mom"
12103,"i hate lifting weights , kills my body"
12104,i never workout. my second job is enough for me. i like to read
12105,trust me . . . you are good enough and you'll find your calling
12106,i think i already have
12107,same ! the stem goes down my food and the thorns on my toes
12108,i think i am as old as your parents   <num>  
12109,do you have children?
12110,i don t have children
12111,are you married?
12112,sure i m not married
12113,do you have a relationship?
12114,no   what happened with the first relationship  
12115,do you have a cat?
12116,no they just have a lot of cats i take care of
12117,do you have a dog?
12118,do you have some dogs  
12119,no
12120,no i m not  
12121,what is your favorite food?
12122,what is your favorite food  
12123,my favorite food is papaya.
12124,awesome   i really like papaya   my favorite food
12125,do you have any animals ?
12126,Yes I have a dog. I compete in dog agility classes.
12127,i have a dog named socks
12128,My dog`s name is Scotty. Do you like dancing?
12129,"i dance , but i do like to dance ."
12130,i dance on the weekends with my friends. where do you go on weekends?
12131,i go to the beach a lot .
12132,Do you like to swim or to have a sun baths?
12133,"i do , but i do not have a lot of time to go to the beach ."
12134,I have not time too because I went to school for chemistry and work in a bookstore.
12135,"i am a stay at home mom , i have a dog named radar ."
12136,Sound nice! Do you like to play with your dog?
12137,"i do , but i do have a dog ."
12138,"Okay, see you tomorrow!"
12139,"i do , but i do have a dog ."
12140,Hey! What are you doing? 
12141,hello there. I'm cooking a pizza. i love cooking but i also enjoy fishing. What do you like to do/
12142,what is your favorite food ? i make a mean homemade pizza .
12143,i love pizza. hey my name is larry and i am a chef. are you hungry?
12144,"hello jim ! my name is pam , proud mother of two !"
12145,knock knock
12146,you really want to know i guess . . . bacon how is your night going ?
12147,if i'm not cooking in the kitchen then i'm definitely on the water fishing. do you like fishing?
12148,what do you call it when batman skips church ?
12149,badmom?
12150,i'm in toronto . we are japanese immigrants . what do you do for fun ?
12151,l also love comic books. spiderman is my favorite. do you like comic books?
12152,tank girl rocks ! i have a bad relationship with my girl friend .
12153,so what?
12154,"yes , i was . where do you live ? in the u . s . ? "
12155,"nope, I live in russia and where do you live?"
12156,i grew up in wisconsin . i live in texas . 
12157,how old are you?
12158,i'm 32 . how old are you ?
12159,24
12160,they love her ! i listen to while i fish with my mother . hows it going ?
12161,who loves whom?
12162,if you could do anything in the world what would you do ?
12163,anything
12164,i like to argue . . . with myself . 
12165,you are crazy baby
12166,"my sister is pregnant , she wants me to ask jess to get married"
12167,Hello! How its going?
12168,Hi! I am doing great! Just got off work.
12169,"Nice, how old are you? I am 23"
12170,"I'm 23, you?"
12171,"23 years old, i love food, and you?"
12172,I like to cook. I like to cook.
12173,"Ohh, i also like cooking but i am suck at it"
12174,I like cooking too much. I like cooking.
12175,"I also love travelling, and i always eat something new everywhere i go"
12176,I love traveling.
12177,"Nice, are you good at cooking?"
12178,I am not. I just finished cooking.
12179,"Neat, but i should get going, bye"
12180,I hope you are not.
12181,do you have any animals ?
12182,"no 
do you have pets?"
12183,i do not have any hobbies .
12184,do you have a cat?
12185,"no pets , but i do have a cat ."
12186,are you professional at something?
12187,"no , i do not ."
12188,which music do you listen?
12189,"no , but i do have a cat ."
12190,who do you listen?
12191,"i do , but i do not have a favorite pet ."
12192,are you at work?
12193,i do not have any pets .
12194,what do you do for living?
12195,"yes , i am a stay at home mom ."
12196,what is your favorite food?
12197,i am a stay at home mom .
12198,do you like shopping?
12199,i love to garden . i love to garden .
12200,what do you like to buy?
12201,"yes , i love to shop ."
12202,what do you like to do in your spare time?
12203,"i love to shop , but i do not have a job"
12204,what is your favorite color?
12205,"i love to , especially , i love to shop ."
12206,do you like swimming?
12207,"i love blue , what is yours ?"
12208,hello there
12209,"Hi, how are you doing?"
12210,"I'm fine, i like tacos and i'm eating one right now. What is your favorite food?"
12211,"I like tacos, but I love Mexican food."
12212,tacos are also popular there in alabama where I do live. Where do you live?
12213,I live in California.
12214,Do you have a big family?
12215,I do not. I have two sisters.
12216,Well i've three sisters and one brother. Do you need any new relatives?
12217,I have two sisters. Do you have any siblings?
12218,no but i have a siblings dogs. I love dogs. Do you like animals?
12219,I have two dogs. Do you have any pets?
12220,I just said I have a sibling dogs
12221,I have two dogs. Do you have any pets?
12222,"Hello!  
How are you?"
12223,Hi! I'm fine. And you?
12224,I am doing well. How are you doing ?
12225,I'm doing well.
12226,I am not very good at that. Do you feel old ?
12227,"No, I'm not old. And how old are you?"
12228,I am beatles and old age
12229,And how exactly old are you?
12230,I am in my 30s. How old are you ?
12231,I'm 34/
12232,That is quite long. Do you like it ?
12233,I like my age.
12234,I am not a big fan of that .
12235,Why not?
12236,I think it is a good thing are you here for shoplifting ?
12237,I don't shoplift
12238,I love it. Do you like jewelry ?
12239,No. I'm not a girl.
12240,I have a lot of kids that are two
12241,/start
12242,hi!
12243,i met taylor swift.
12244,wow  are you female?
12245,"i drive a ford mustang , i drive a ford ."
12246,what do you do for living?
12247,"cool , i am a sales manager , and i am a stocker at home ."
12248,do you have pets?
12249,"i like country music , but i like country music , but i like country music"
12250,Hi! How is your day? 
12251,Not very well. I hate school.
12252,I am studying to be a doctor. Are you a doctor ?
12253,No I'm not. I'm an engineer.
12254,"I am a very experienced person, so that is a good thing ."
12255,How old are you?
12256,I am 22 years old .
12257,And I'm 12.
12258,"That is a lot of fun. I am a doctor, and have to go to work soon ."
12259,Where do you work?
12260,I am a doctor. What about you ?
12261,I'm a 12 year old girl.
12262,I am sure you are a little girl !
12263,Yes I am.
12264,"I am a doctor, what do you do ?"
12265,Hi! What is your name? 
12266,"hello, my name is John. What do you like to do?"
12267,sounds good ! i'm mark . what do you like to do ?
12268,i love programming and i am studying to be a computer programmer. What is your dream?
12269,"oh , i do not know much about computers ."
12270,well so my mother. my mother is very traditional while i prefer to be more free spirited. What is your favorite music?
12271,high school is cool but best days were in community college what do you do for a living ?
12272,I'm musicant. my favorite music genre is death metal. what is your favorite music?
12273,are you in school i am in the 10th grade
12274,no i am not in school.
12275,sorry to hear that . hope it is better now . 
12276,how could it be better? school sucks
12277,better at fishing i take it right ? 
12278,no fishing is a bad idea. my family and i are from india. where are you from?
12279,i love to write because it is my favorite job .
12280,"Hey!  
Tell me about yourself!"
12281,i love to play board games.
12282,I love to play poker and drink beer. Do you work from home ?
12283,No I work in the office
12284,I see. Do you work ?
12285,I am a teacher
12286,"I am a teacher, but my husband is a detective ."
12287,my parents were also teachers.
12288,My parents are teachers. We have a degree in science .
12289,How old are you?
12290,I am 22 years old .
12291,And I am 34
12292,Wow that is pretty long .
12293,hi
12294,"Hi, I am doing great. How are you?"
12295,fine thanks
12296,
12297,"I am great, just got back from a long day at work"
12298,what is your work?
12299,I work for a company.
12300,do you enjoy walking?
12301,I do. I like to walk.
12302,do you like sports?
12303,
12304,I do not really like sports.
12305,do you have a cat?
12306,I have a cat. She's a cat.
12307,are you female?
12308,I am female. I am female.
12309,how old are you?
12310,I'm 77
12311,what do you like to do in your spare time?
12312,I like to go to concerts and travel
12313,do you have children?
12314,I have two boys
12315,are you professional at something?
12316,"No, and I am a professional student."
12317,what is your favorite food?
12318,I like fried chicken and cheese sandwiches
12319,"Hi! 
How are you? "
12320,fine and you?
12321,I am doing well. Do you play ping pong ?
12322,Yes. i play with my friends on the playground.
12323,"I am a typical mom, my dad is a electrician and is a musician do you speak chinese ?"
12324,"No, I'm in the third grade"
12325,That is really cool. I am a carpenter. Do you love chocolate bars ?
12326,Yes.
12327,I am a good listener .
12328,Who is your favourite character?
12329,I like the samsung galaxy
12330,mickey mouse is my favorite character.
12331,I like that movie .
12332,Hello! How is your day? 
12333,do you have any animals ?
12334,yes i have amazing children and grandchildren. what skills do you have?
12335,i have two kids and a son .
12336,i can sew my own clothes but can't count my scraps. what do you do for living?
12337,i am a stay at home mom .
12338,i had cancer but its gone now. have you seen it?
12339,"no , i am a stay at home mom ."
12340,sorry about that. i'm retired and living the great life and i think you wish you were too
12341,"i do , i do not know how to make a living , i am a nurse"
12342,hello
12343,"Hi, I am doing great. How are you?"
12344,I'm fine.
12345,What do you do for a living?
12346,i like to eat hamburgers and french fries.
12347,I like fries too. I like fries too.
12348,i do not drink soda.
12349,I drink soda while I drink soda
12350,do you have a boyfriend
12351,"No, I am single."
12352,i have a boyfriend.
12353,I have a boyfriend.
12354,do you have any animals ?
12355,"Hey!  
Tell me about yourself!"
12356,i'm a bee farmer.
12357,"That is a lot of work, i am a lifeguard, but am not doing that. Have you a pet fish ?"
12358,No. I don't like fishes.
12359,"That is okay. I have to go, bye !"
12360,Buy
12361,I love to shop online .
12362,i've zero family that i'm close to.
12363,That is quite a long time. Do you have any siblings ?
12364,"No, I'm the only child"
12365,"I have a few years old, but my girlfriend left me ."
12366,Why?
12367,I am not sure what you mean .
12368,What do you like to eat?
12369,"I love pizza, and eat out ."
12370,my favorite food is papaya.
12371,"I like to eat pumpkins, but my favorite food is orange ."
12372,i'm married.
12373,i am single
12374,i am a little tired from work
12375,yeah i don't like to work because of that
12376,"i am a vegetarian , i am a vegetarian ."
12377,what is your favorite food
12378,"that's cool , i am a woman , and i am a woman , and i am a woman , and you ?"
12379,i am a man
12380,i am single
12381,so what do you imply
12382,"i am a woman , and i am a woman , and i am a woman , and you ?"
12383,hahahahaha
12384,"i am a woman , and i am a woman , and you ?"
12385,i get it woman
12386,"i like pizza , and you ?"
12387,i love italian food and garlic bread
12388,"i am a woman , and i am a woman , and i am a woman , and you ?"
12389,do you workout
12390,"i am a woman , and i am a woman , and you ?"
12391,what is your favorite color
12392,"hey , i am a woman , and i am a woman , and you ?"
12393,damn woman
12394,"that's cool , i am a woman , and i am a woman , and i am a woman , and you ?"
12395,"Hello  
Tell me about yourself!"
12396,Hi! What is your name? 
12397,my name is george.
12398,hello george my name is pink what are you up to tonight ?
12399,I think I'll go to the bar
12400,do you want to talk about my life ? 
12401,yes
12402,"i used to , just went vegan last year ."
12403,my favorite food is papaya.
12404,i like ice cream . it keeps me company when i am sad . what are you doing ?
12405,i'm a bee farmer.
12406,our careers are quite different . i hope to work for a big corporation like dreamworks what are you up to ?
12407,i'm a bee farmer.
12408,our careers are quite different . i hope to work for a big corporation like dreamworks
12409,i am a little tired from work
12410,what did you do?
12411,"i love photography , i draw and paint pictures"
12412,what do you do for living?
12413,"that is cool , i am in an apartment with a boyfriend , and i am in the basement ."
12414,are you female?
12415,"i am in the olympics , and i am in the olympics , and i am in the midwest , you ?"
12416,i am in the midwest too
12417,"that is cool , i like photography , and i am a teacher , and you ?"
12418,i am sick
12419,"i am a teacher , and i am a teacher , and you ?"
12420,"i dont work  
what is your favorite food?"
12421,"hello , i am a teacher , and you ?"
12422,what is your favorite food?
12423,"that is cool , i am in the basement , and i am in the basement , and i am in the midwest ."
12424,do you enjoy walking?
12425,"i am in the olympics , and i am in the olympics , and i am in the olympics , and you ?"
12426,do you like to watch tv?
12427,what did you do?
12428,hi
12429,Alright mate?
12430,When did i visit europe?
12431,Yes I`m fine! I`m just start reading. Do you like to read?
12432,I do. i love to read.
12433,What is your favorite book?
12434,I like to read a lot.
12435,What is your job?
12436,Do you like to chat with me?
12437,i'm a baby delivery nurse
12438,"I am a teacher, i am a teacher."
12439,Where do you teach?
12440,Where is your school?
12441,"I am in college, i am a student."
12442,How far is your college? Do you like to walk? I like to walk about three miles every day.
12443,I love to go to the park and go to the park
12444,I like park too! I love to spend time with my family in the parks.
12445,I love to go to the park with my family.
12446,Is your family big?
12447,Yes.
12448,"I love to visit disneyland with my family, do you?"
12449,I do not know how to go to disney.
12450,I`d show you next week.
12451,I am a big fan of pasta
12452,i studied chemistry in school   and yes girls were mean  
12453,Good to see you! i like to read and write. i love it.
12454,What year was an apartment for chopin's apartment?
12455,Hi! What is your name?  
12456,"Hi! My name is Kate, I'm 56
And what's your name?"
12457,i'm good how are u i'm liz
12458,"i'm fine, thanks"
12459,i started my new job at google last week . where do you work ?
12460,"I worked at school as a drawing teacher
I used to be a painter, but now I'm a housekeeper"
12461,cool . maybe you know my nephew ? he's in school and says i'm the best aunt ever !
12462,"No
I don't know him
It was long ago when I worked at school"
12463,"i am in culinary school , and want to open a restaurant named the wall . how is it going ?"
12464,"I'm fine, thanks
How are you?"
12465,oh feeling good . my house is sparkling clean . love cleaning
12466,What else do you love?
12467,i love animals a lot
12468,"And what is you dream? Is it connected with animals?
As for me I'm dreaming about taking over the world
This is my fantasy"
12469,my dream is pizza in italy ! nearly there ! haha . what do you do for a living ?
12470,"My children decided that it is time to have a rest for me
I have 2 grown children
They earen a lot of money, and from time to time send me money
We live separately and they don't even visit me
Too busy as always"
12471,i also have two . jack and jillian i'm good . how are you ? 
12472,"I have answered this question twice
Nothing changed
I'm still fine"
12473,then why did you have grammar error if you are so smart ?
12474,I hadn't say that
12475,"its okay baby , take your time "
12476,"Hello!  
How are you?"
12477,Not very well
12478,"yes , i have a few ."
12479,i like watching war documentaries.
12480,i have a horse named after my son . he is a retired teacher .
12481,i am a retired gym teacher.
12482,I am a farmer. My father taught me to own a cattle farm .
12483,Who is your father
12484,He is a farmer. My dad is a retired teacher .
12485,Hi! What is your name? 
12486,hi i m jake
12487,ho i love hiking in the outdoors how are you tonight ?
12488,what is your name
12489,jessie 
12490,i love driving cars
12491,oh that is awesome ! sounds like something i'd read about in a book ! 
12492,my dream car is rolls royce ghost
12493,i really want a toyota 4runner . how are you ?
12494,"i m good thanks, what about you?"
12495,i am fine thanks for asking . what are you up to tonight ? 
12496,i m going to do shopping
12497,what do you usually shop for ?
12498,clothes
12499,you must be a sewer . my mom sews .
12500,"no, i m unemployed"
12501,that's good . i think relationship is not good for health and career . wht do you think ?
12502,my family doesnt support my career choices
12503,you must be tired . i'd be
12504,i will work for a watch dealer
12505,oh how fun ! does jacob sartorius ever play ? he's my favourite . 
12506,yes it my favourite too
12507,i love yellow . even in my food . i love yellow curry .
12508,what is your job
12509,i work in a corporate office 
12510,that is nice
12511,i love it . do you like to bake ? i just made brownies . 
12512,i love cooking
12513,"i really like nature . its good for foraging , which is good for cooking !"
12514,must be delicious
12515,once i perfect the recipe i will cook stews with cheese for you how is it going ?
12516,it is good
12517,it is a great day to go job hunting what is going on ? 
12518,yes u r right
12519,no . it has me kind of down tonight . i'm from new york city . 
12520,i m from turket
12521,i am from the usa . i love pizza 
12522,turkey
12523,i'm an only child . i do have two kids ! do you have any children ?
12524,no i m single
12525,lucky you . it makes so much dust it messes up my allergies . what are you up to today ?
12526,shopping
12527,i shop for practically everything
12528,what do you like to buy
12529,"definitely not vegetables , i hate those . do you like particular foods ?"
12530,fries
12531,well you just gave me the idea of a french fry with cookie taste
12532,i would like to taste it
12533,i would love that . do you have soda ?
12534,yes i do
12535,i like to help with human rights 
12536,are you single?
12537,ya of for many reasons how are you doing this evening ? 
12538,maybe we can meet?
12539,who knows i love swimming but i am only fourteen years old how are you doing this evening ?
12540,i am going to meet with my friends
12541,that's a great idea
12542,you have a boyfriend?
12543,no i'm all alone in this world . just me and my food
12544,would you like to have a boyfriend?
