index,text
138,"They were tough men with tough jobs who frequented tough bars with rough, tough atmospheres, and the way they gripped their drinks, cigars, and cigarettes in a manly fashion never failed to impress the tough, hard-faced women who also frequented those same bars, and often ended up having their babies.
"
139,"The price was cheap, thought P.I. George Brown, but renting an office out the back of Farmer Frizzle's poultry barn didn't make the best of impressions, what with the spread-eagled cassowary mounted on the wall, the eggshells his clients had to walk on to get to his desk, and the barn's P.A. system, which continuously blared Radio 2020 CHICKEN FM (bock-bock-bock).
"
140,"It was going to be one of those nights, maybe not dark and stormy, but nebulous and heavy, nevertheless; the kind of night you would endure rather than survive, the kind of night you would fear but could not anticipate, the kind of night I would weather as I had a thousand nights before with the steadfast companions who would once again escort me to dawn: Patsy, Roy, and Jack -- that is, Cline, Orbison, and Daniels.
"
141,"He sat on the tailgate of his truck, an old Ford Ranger as blue as the summer sky (although it was now winter), sucking on the ass end of his cigarette, taking puffs to the beat of his speakers as they blared an old Beetles tune, you know the one. 
"
142,"Retired professional school dance chaperone, Ted Wilkerson, wandered the day room, prying couples apart with his chipped wooden cane, sneering and insisting, “Leave room for Jesus, you’ll be meeting him soon enough,” and “Let’s keep these crusty arrhythmic shamblings G-rated, folks.”
"
143,"It was a dark and shiny tube that Nurse Johnson slowly intubated into the patient's left nostril when suddenly Dr. Barbarino bent over to old man Kotter's ear and shouted, ""Up your nose with a rubber hose!"" whereupon old man Kotter tried to snort laugh but choked and died because he had a tube up his nose.
"
144,"His hot, fetid breath on the back of her neck pulled her from her sleep and she felt fear grip her as she recognized his presence and scrambled quickly to untangle herself from the sheets and exit the bed before Felix could hack up the forthcoming hairball.
"
145,"Puzzles, as Naomi was beginning to realise, after moving past beginner 500-piece illustrations into 2000-piece close-ups of nature, were the easy part of the competition—going head-to-head with a grandmother from Limerick on a 2,500-piece of cherry blossom needed finesse and technique along the lines of a tiny slingshot aimed at the bitch's corner pieces.
"
146,"Standing at the altar, dressed in white, Lucy could not help but think of the suitors she had turned down—Jock, Dick, and Willy—all lovely men, but not as lovely as her ultimate choice, now standing proudly at her side, to whom the vicar turned and questioned, “Do you, John Thomas, take Lucy . . . ?”
"
147,"She took a deep lungful of honeysuckle-scented air, though it didn't smell like honeysuckle because she lived in Colombia and that plant was not endemic to where she lived (but it is endemic to the author’s home, so in this story the air smells sweet like whatever’s similar in Colombia, and our story takes place there) and she wondered idly what that sweet smell in the air was.
"
148,"As he left the cemetery after his grandmother's funeral, Victor wondered if Hollywood screen legend Robert Taylor had been interred under his real name, Spangler Arlington Brugh, and if so, how had they managed to fit all the letters onto his gravestone—an inappropriate thought on this sad family occasion, particularly so because his grandma's favourite movie actor had been Spencer Tracy.
"
149,"Accidentally dropping her phone, eyelids, and fake Ottawa Valley accent was not what Sarah Hemsworthington did best, or most often, or with the most confidence in her family of nine rather nasty siblings, and step-siblings, and half-to-one-quarter siblings—but it sure came close! 
"
150,"The fun had seemed innocent at first—simple handstands and easy dismounts, but as the hours passed the routines became more intricate and aggressive with cartwheels and round-offs, competitive and risky with back walkovers and flipping twists, until the twins’ mother ordered them to stop the nonsense and return Grandpa’s walker so he finally could get to the dinner table.
"
151,"Cassie smiled as she clenched John's hand on the edge of an abandoned pier while the sun set gracefully over the water, and as the final rays of light disappeared into a star-filled sky she knew that there was only one thing left to do to finish off this wonderful evening, which was to throw his severed appendage into the ocean's depths so it could never be found again--and maybe get some custard after. 
"
152,"Dreaded Pirate Larry was somewhat worried, as he looked down at his boot, where his first mate was stretched out, making whooshing sounds, attempting to blow him over, that despite having the fastest ship, the most eye patches, and the prettiest parrots, his crew may need a few lessons on the difference between literal and figurative, as evidenced by the rest of the crew applying ice to the timbers.
"
153,"Eli Jacob Crowley, the famed pioneer figure who spearheaded America's westward expansion by blazing the Crowley Trail in 1838, was an awe-inspiring figure of a man, as stout as a four-century-old oak, as intellectually complex as the fronds of a Florida palm, as singularly focused as the trunk of a Giant Sequoia, though in all other respects, not like a tree at all.
"
154,"Commander of the Bengal Lancers Lord Reginald Buckman, KCIE, was a strong, strong man, not “strong” like some onions, though he ate them often, and particularly enjoyed them sautéed in lard, a generous amount, but lightened with a bit of white wine, not too dry, alongside fresh calves kidneys, though goat would do in a pinch.
"
155,"Nothing looked familiar to Travis, who, recalling a favorite line from Tolkien — “Not all those who wander are lost” — reckoned the “not all” part implied that most who wander, like himself, are in fact lost, yet buzzards would pick his bones before he would think to ask for directions.
"
156,"Dave’s fear surged in his chest, like those bombs they put in ski slopes to trigger avalanches, but this one didn’t explode and instead came down in a natural avalanche that covered the ski-resort parking lot and poured into the open window of Dave’s car, which is why he was so scared, sitting in his snow-filled car with a live bomb in his lap.
"
157,"He blended with the bleak city storefronts as people fled the cold, hard rain that sounded like a funeral dirge on an unforgiving sidewalk, seen yet unseen, someone yet no one, and like a lion stalking a weakened wildebeest from the tall grass of the Serengeti, he sprang toward a beautiful woman struggling to find purchase in her high heels and handed out another coupon for twenty percent off at Sneaker Jungle. 
"
158,"My escape from heavily-guarded Cochon Island, a Hungarian penal colony founded by the Gabor sisters, would have to be well-planned and faultlessly executed, I thought to myself, ""and I'm just not the right man for it,"" so I stayed and lived out my days there, because having a Gabor slap you around wasn't that bad, especially when they said ""dahling"" afterwards.
"
159,"Hi, my name is Neptune Galapagos Cooper, I'm 13, I live in the suburbs with my middle-class white family (my SUPER ANNOYING little brother, my parents, who are sooooo lame, and my dog Bailey, the only one who really gets me) and there's one thing you should know about me: I'm not like other girls. 
"
160,"MAs Penelope sprinted breathlessly across a field of wildflowers, over a rickety bridge, through a dense copse, and across seven more fields, trying to outrun the ogre, she wished desperately that she had a horse – a fancy, prancy one with tufts of fur by its hoofs, a shimmering mane, and a white diamond on its forehead, preferably named Stardust.
"
161,"""Pooh,"" said Piglet inquisitively, ""I don't believe the quantum interplay of dark energy and black holes allows for the anti-matter superposition of a Higgs-Boson vector that you are postulating transported you thru an n-dimensional carbon lattice and got you stuck in the hunny tree . . . just sayin'.""
"
162,"Jimmy-The-Bull lay sprawled in a puddle of his own blood, which spread out like a bright-red Rorschach test, in which Detective Williams had so far identified a butterfly, a puppy and the Eiffel tower, but was vaguely disappointed that there was nothing resembling Jimmy’s trademark bull, although the coroner had seen a giraffe, which he claimed was close enough, since it was also a ruminant.
"
163,"For rookie detective Lara Stinson, the hardest aspect of her most recent case was not discovering that the adolescent victim had been thrown from the tenth story of the apartment building by his own grandmother, but rather trying to spell “defenestration by octogenarian” in her subsequent report.
"
164,"Inspecteur Rollin of the Paris murder squad lit a cigarette as he stood over the body of la prostituée engorgée (to those readers who don’t know French, a prostitute with her throat cut and, indeed, how else would one describe her—la pute, la fille de joie, la vendeuse de sexe, la travailliste de la rue?) which lay on the Voie Georges Pompidou under the arches of le Pont Neuf on the rive droite of la Seine which flows through the most beautiful city in the world.
"
165,"The good always wins out when you observe matters from a distance, gasped Detective Inspector Fred Pickle, dangling from a meathook in a disused Balham slaughterhouse, but it didn't, really, not for him, nor yet for the guy on clean-up. 
"
166,"It was a dark and stormy night: the wind whistled like an old man with drugstore teeth trying to teach his grandkids to say, ""She sells sea shells by the sea shore,"" causing the little shavers to wonder why Peepaw was suddenly talking like Daffy Duck, whether he'd just had a stroke, and if any of them was in the will.
"
167,"""It was either a dark or a stormy night, depending, of course, on if one was comparing globally or locally, as the midnight sun would be considered quite bright to the rest of the world, and by Alaskan standards, the negative fifty-degree wind chill would be considered balmy,"" thought Janet as she wrestled yet another sled dog out of the alien's tractor beam.
"
168,"Sufficiently numerous airborne water droplets struck various grounded objects at appreciable velocities, illuminated by ambient light from a sub-horizon sun such that fewer photons were absorbed by the retina of our protagonist’s eyes within a given interval of time than the number at which he would struggle to decide whether the amount of light he perceives should be considered “bright” or “dark”; in other words, it was a dark and stormy night.
"
169,"His steel sang as Dothrak, mighty thews febrile with barely-checked power, drew Aelthmor (the blade forged in eldritch shadows by the Zdrahali adepts) and declared, “All who have sworn allegiance to the False Duke will feel my wrath!” yet he was summarily admonished to silence, for it is at the Reference Desk of the Skokie Public Library that our story takes place.
"
170,"Talila Norpiros, heir to the elven throne and commander of her people’s armed forces, chose a slightly more risqué outfit that morning than she would normally wear to battle, theorizing that if she were presented as a sex symbol as well as a dynamic protagonist, the series might attract a few more male readers and finally make the New York Times bestseller list.
"
171,"Kravik the Helm-Cleaver gripped his Damarrian battle-axe and stepped into the inky blackness of the cave, wishing he had thought to bring a torch to illuminate the stalagmites or stalactites—whichever were the ones that hang down from cave-roofs to crack the cranium of a man who stands two meters tall—as he searched for Dwarf Kobolds, the vile creatures who, at less than half the barbarian’s stature, never had to worry about conking their scaly heads on stal--, stalac . . . pointy ceiling rocks.
"
172,"Under a lurid dawn sun, the Usher Property was less baleful than it had been during the past evening’s abode-splitting weather event, and my practiced realtor’s eye – have I not mentioned my profession already? – recognized development potential once the tarn was drained and fissure remediated, perhaps to build an outlet of shopping at which consumers would dawdle, aghast at the scale of discount savings.
"
173,"The wars between the Aarbollethi and the Deffalecci was now in its seventh haelon, and it is difficult to imagine they began when the Aarbollethian Ambassador to Deffalecci, when addressing the Deffaleccian Secretary of State, pronounced their nation’s common greeting, achdazar u zynthio as ashadar y thynzio, which, in the Deffaleccian tongue is an insulting reference to a hero from their classical mythology named Ashadarythyn, who was supposed to have murdered his Vareto and lain with his Amunna.
"
174,"Although widely despised by his own kind, Kazimir Kilcescu was a hero to a few uninhibited vampires who adopted his “baby talk and Ugg boots” method of victim selection which, when applied correctly, largely eliminated the blood-curdling screams that otherwise left them the choice between letting their swooning prey go scot-free or choking down two liters of curdled O-pos.
"
175,"The witches cackled in glee, an eye of newt emanating a very satisfying ‘pop’, the ear of a pixie providing a heady scent, and the chest hair from a burly princeling for some zing, as they tipped them into a dark cast iron cauldron, only for Millicent the youngest of witches to wonder whether they sold more contemporary cauldrons in Williams Sonoma and if they had a free delivery option.
"
176,"And it came to pass that, in those days when the young and powerful Alexander, called The Great, boldly ventured forth on his mighty steed Bucephalus, leading a vast army to conquer, claim, and generally visit the more tourist-y areas outside his empire, there remained at home his lesser-known brother Demetrius the Mediocre, who kept the fires burning and, to everyone's surprise, produced a pretty decent BBQ.
"
177,"“Big Bertha” was a giant artillery piece used by the Germans that could hurl shells as big as a horse and cart causing horrific death and destruction over a distance of six miles which is why General Blithering, a brilliant English tactician, established his HQ some seven miles from the front as he preferred not to risk damage to his antique Spode china tea set with the hand-painted blue willow pattern.
"
178,"He was a bold man, thought Arial Calibri, the typesetter’s daughter, but he wouldn’t recognize a superscript if it was underlined, believed that “strikethrough” was a baseball term, thought italics were people from Italy, and that sans serif was a Caribbean island. 
"
179,"Even in the noisy gloom of the Oyster's Pearl, the most frequented bar in town, Sergeant Pete Harrison spotted her the moment she walked in--the young, tall blonde in a tight red dress that clung to her the way those stringy bits stick to a banana after you peel it.
"
180,"He walked in wearing a red checked shirt that was impossible to avoid seeing no matter how desperately one might wish otherwise, looking like a table at a cheap Italian restaurant that had eaten all the pasta on it and then figured out how to come upright on two legs and walk.
"
181,"Elodie was like a beautiful newborn fawn, with sylphlike legs and owlish eyes that seemed frightened of everything, and a soft voice that one could imagine floating through a misty lea like a dryad's (except that cervids make horrible noises and Harold had already compared her to a deer, not a dryad, and who knew if dryads talked, anyway).
"
182,"Unlike the effete bun-coiffed duennas back at the English Department, she was just the kind of unassuming dame you liked to find holding down a stool and nursing a smoke at the end of the bar—no more likely to decline a drink than a noun, casual when it came to conjugation, and disposed to end a sentence with a proposition.
"
183,"“I do,” Jennifer repeated over and over in her mind, but even though she had rehearsed that sentence countless times, she could not bring herself to say it now before Barry, before the minister, before these people, before God; instead she could only make a low, churning sound, like a refrigerator’s when refilling the freezer’s ice maker.  
"
184,"Priscilla was a persnickety, perspicacious, and petulant old prude, with a parsimonious purse brought on by pernicious poverty, prone to pettiness, and with an air of pusillanimous if not precarious ways, all proving that the worst things in life are pure pride of place and a pretense of presumptuousness brought on by pouting at the people who preferred prune juice over pilsner.
"
185,"Rowena barely made it to her destination before the sky opened, unleashing a torrent of pea-sized hailstones spreading across the windshield and joining together, looking like a large flat dish of albino caviar, and she was reminded that she likely hadn't been getting enough Vitamin B12 lately, since she had been eating mostly salads after the Christmas weight gain.
"
186,"Ivory clouds parted above the approaching mahogany frigate to reveal not the cerulean skies of literary convention, but a utopian kaleidoscope of mulberry, periwinkle, taffy, juniper, chartreuse, bubblegum and mauve, and Captain Alexander Smollett silently exalted the poetic license of Robert Louis Stevenson for its vibrant insinuation that this nautical interloper indeed was sailing under false colors.
"
187,"Watching Liz Platskis’s lithe form undulate across the room left Bob shaken, but not unpleasantly -- kind of like the time he heard that Caltech seismologist lady describing a magnitude 6.9 earthquake along the Verdugo Hills fault underlying his subdivision only a few minutes after it had happened.
"
188,"My doomed love affair with Katrina was the old, old story: boy meets girl, girl gains control of killer robot, girl uses killer robot to take over the world, boy tries to persuade girl to give up power, girl orders killer robot to throw boy out window. 
"
189,"She pursed her lips in disapproval as she considered the divisive and hateful words her lover used to describe the shredded broccoli she had prepared for their honeymoon feast, and woe, too late, she realized that perhaps Col. Sanders was not her destined soul-mate, but, oh God, that pointy little beard sure did tickle her fancy.
"
190,"Their eyes meet . . . his, one green and one brown, hers, one brown and one green; angels sing, little lambs prance around, red plastic hearts float down, it is love, it is lust, it is happily ever after in a little stone cottage with white picket fence and a puppy with huge eyes, and lying on the beach at sunrise entwined in each other and a bunch of seaweed, as the waves wash over their pulsating bodies, it is . . . ”Hey, ya want fries with that?” she asks, popping her gum.
"
191,"This date is going horribly wrong she thought staring in vegan disgust at the charred remains sizzling in his fajita skillet—her large, luminous, sectoral heterochromic eyes that had a limbal ring of deepest grey flickering angrily in the flame of a beeswax candle filtering the air around them.
"
192,"I moaned through my last moments of ecstasy as I pawed my fingers through his hair, feeling like a crock-pot that had just been turned off, when he turned to stare at me with that same cocky smirk he always had whenever we were finished, and asked in a slightly hoarse voice ""How's that for extra credit, Mrs. Thomas?""
"
193,"The professor had constantly warned his protégé about the time travel related risks of meeting a past version of yourself or killing your grandfather, but unfortunately he'd never mentioned the worst time machine risk of all -- sticking your head out of the window.
"
194,"Terellian Shapeshifters often blew their cover by taking subtly inappropriate forms -- a squirrel that swims perhaps, or a chair with five legs -- but Officer Max Throckmorton spotted this one immediately; every Human knows that bidets are NOT purple, and they usually aren't installed next to a McDonald's drink dispenser.
"
195,"She stood out like a fifth appendage on the prehensile glandular dorsal fin of a love-sick marmoset from the twin-mooned planet of Hades VII in the Alpha-Centauri star system, but I thought she looked damned cute anyway because of the sailor cap she wore so jauntily.
"
196,"Captain Calamari loosed a plasma bolt from his crossbow, but the charging cyborg knight hefted his magna-shield and deflected the sizzling violet flare into the dust, forcing the square-jawed hero to coolly reload his cumbersome, anachronistic weapon and wonder as he did why he couldn't have a blaster pistol like Han Solo instead of being stuck in this weird hybrid cyber-medieval universe.
"
197,"As Sheriff (and choral conductor) Patrick “Pitch-Perfect” McHenry assessed his perfectly mediocre chorus upon the saloon stage (sopranos that could only sing melody, serviceable altos, screechy tenors, and basses dropping the pitch by more than a quarter step), a wrinkled scowl protruded from under his pristine Stetson and he growled, “I don’t like your tone” at his “okay” chorale.
"
198,"In preparation for visits by African dignitaries, we had redecorated the West Wing of the White House in an African motif with numerous artificial plants and animals, but the President asked that we remove the papier-mache wildebeests, saying he was ""tired of fake gnus.""
"
199,"Wending his way through the streets of Amsterdam only moments after his arrival, Basil-Brett Benedict -- passionate fan of the theater and life-long member of the Baker Street Irregulars -- could not contain his joy upon seeing a Stadsschouwburg posting advertising its dramatization of A STUDY IN SCARLET, THE SIGN OF THE FOUR, and THE HOUND OF THE BASKERVILLES, enthusiastically proclaiming his intention of seeing them with, “There’s no plays like Holmes for the Holland days!""
"
200,"After three weeks on the trail, John’s jock rash was (in some places) burning brighter than the West Texas sun – least wise as far as a cowboy could tell with his chaps and britches down and the little mirror his mom had given him.
"
201,"We start at the end, with a town full of shot freegrazers and rangemen, with me the only survivor of that terrible, bloody day, the worst part being we never had the traditional pre-shootout accusation and insult trade-off mandated by western cowboy law.
"
202,"Sarah knew a man like Walter ""Wild Walt"" Sumner could never be tamed; with his brash, unruly manners and fiery temper, and his fast-talking, hard-drinking, gun-slinging, lying, gambling, and cheating ways, and that's why she was marrying Larry, the village idiot. 
"
203,"Francisco Franco's wife, seen smiling in all those photos with the same big hat on, was actually the brains behind the dictatorship, the concentration camps, torture, the brutal suppression, and so forth, but she was a shy lady, except when she dressed up in the binding closet for Franco, who listened a-quiver to hear what a very bad boy he'd been.  
"
204,"The familiar cleaning ritual now complete, Lieutenant (Junior Grade) Christopher P. “Hondo” Holdsworth carefully reassembled his Brűgger & Thomet APR308 7.62x51mm sniper rifle, mounting the matte-black Leupold 8 3.5-25x56mm optic with the splined 5mm Allen wrench that ensured it would stay put and retracting the Harris S-BRM 6-9 Notched Bipod, the way a character in a Tom Clancy novel would.
"
205,"As Lewiston Creol plummeted down the sheer icy cliff he pondered on the word plummet, which quickly lost its meaning if you said it too much (plummet plummet plummet), but his pondering was interrupted by the surface of the water, at which point he ceased to plummet and began to plunge.
"
206,"There'd been six of us at the outset, but after Smythe took a poisoned dart to the chest, Buddlestone fell from the top of a cliff, Stevens and Mayhew were swallowed by quicksand, and Tait-Harris was eaten by ants, only I remained to bring you our amazing tale.
"
207,"Mack Bolan levelled his customised M-16 assault rifle and used the underslung launcher to fire an enraged salmon at the nearest Mexican kamikaze unicyclist, or whatever—let’s face it, it’s book #947 and you’re probably not paying close attention by this point.
"
208,"Our protagonist, whom we shall properly introduce in due course, Dear Reader, leaned far into the maelstrom, his body horribly assailed by wind and rain, as was his mind by his predicament (more of which anon), but suffice it to understand, that the current tempest was of such catastrophic proportion as to place it beyond the ken of the most ancient denizens.
"
209,"As he lay dying on the smoke-wreathed battlefield, General Winthrop finally realized the terrible toll the war had taken, and he wondered if the bloodshed had all been for naught as he exhaled his last breath in a sort of ""meoooooh,"" actually very similar to the sound his cat Mister Jingles made when he wanted some food or was doing that thing with the drapes.
"
210,"On the third day the M'hree charged out of the xota'ani, the shrill fluting of wattambos and the clatter of ingpas on khotzi-hide vamscaps leading me to curse this primitive planet, the shuttle crew that had marooned me, and the skinflint Publisher who didn't believe in Glossaries.
"
211,"Our tale begins in the Arctic, a boy and his dog riding out the blizzard in a windswept cabin, hackles rising as they face down the fearsome bear clawing at the door, courage their spear, fierce loyalty their shield; yes, this is the tale of Hazku, proud chieftain of the northern bears, who makes quick work of these two and spends a pleasant afternoon napping in the cabin.
"
212,"The strange sounds, and unpleasant smells, emanating from outside made him yearn to stay, but he knew he must leave home, make his elders proud, and set a good example for his younger siblings; so with one last determined push, Scotchy the tapeworm emerged into the wider world.
"
213,"Detective Sam Steel stood at the crime scene staring puzzled at the chalk outline of Ms. Mulgrave's body which was really just a stick figure with a dress, curly hair, boobs, and a smiley face because the police chalk guy had the day off. 
"
214,"“Not cucumber sandwiches again,” Earl “The Embezzler” DeWitt’s thoughts turned dark as he trudged through the chow line at Hummingbird State Correctional Institute, lamenting his culinary fate for the thousandth time and dreaming of the greasy sloppy joe he might be enjoying instead, if he’d only committed a manly felony, like murder, and ended up at Riker’s instead of this ersatz country club for white-collar wimps.
"
215,"The church was deathly quiet: suddenly a shot rang out, a woman screamed, and somewhere in the back, a baby cried because that baby hadn't been taken to the nursery, even though the sign on the door clearly states that babies should be taken to the nursery.
"
216,"As hard-boiled detective Max Baxter ate his soft-boiled egg, he thought about the gorgeous dame he'd found last night lying in a pool of her own blood--it being inconvenient to lie in a pool of someone else's blood--and wondered how she liked her eggs.
"
217,"Detective Robertson knew he had Joyce Winters dead to rights for the murder – at the crime scene he had found Winters’ fingerprints, shell casings matching the gun registered to her, and, most damning of all, a Starbucks cup with the name “Josie” scrawled on it.
"
218,"Nobody messed with Rocky “The Anvil' Roselli, the toughest, badass mob enforcer that ever walked the mean streets of downtown LA, but for some time now he had been considering an alternative career in interior design, a secret kept well hidden from his felonious contemporaries; like a strawberry jam sandwich lying buried at the bottom of a sack of brussels sprouts.
"
219,"“It’s a classic,” she muttered, as she flicked the hair from the old fur coat purchased from eBay for sixty-eight dollars plus overnight shipping for the purpose of this very moment when she stuck out her hip, pulled the trigger, and shot him in that stupid face of his.
"
220,"So many questions raced through the heiress's mind: Who had killed the maid and which guests were lying to her and who the hell was going to clean up all this goddamned blood because it sure as hell wasn't going to be her, she could tell you that much.
"
221,"The horizontal array of rectangular golden sunshafts that filtered through my shutters was interrupted by a statuesque silhouette appearing at my office door, her widow’s pillbox with netted veil only slightly obscuring her opalescent eyes, her alabaster décolletage accented by a sizeable amethyst pendant, and a silky floor-length ebony gown that revealed a muffin-top that clearly lacked of any kind of abdominal exercise regimen.  
"
222,"Captain Duke Ellsworth of the Poughkeepsie Police Department wondered, as he stood in the brightly lit room and stared at the gun lying on the floor, if its barrel were still warm, and what his wife was making for dinner that evening, which he would no doubt have to eat cold when he finally finished up here, especially if he paid his mistress in Fishkill a visit on the way home.
"
223,"It was a dark and stormy night, the wind at the windows demanded admittance, the rain beat upon the towers as if it would topple them, and the very starry ceiling seemed as if it would collapse upon us from the sheer weight of the gloom; while from behind the bedchamber doors as well came frightful shrieks, but since my mother was in there with her boyfriend, I didn’t want to interrupt them just then.
"
224,"It was a dark and stormy apocalypse, as zombie eruptions went, and now Misty Backbone found herself leading a confused band of survivors in a quest to reach humanity’s last bastion of intelligent thought, located in a pale mansion set back discreetly from Pennsylvania Avenue.
"
225,"It was a dark and stormy night; yet not a single cloud floated in the moonless sky – a velvety canvas painted with stars twinkling like the rhinestones on a Vegas showman's ill-fitting trousers – for the storm that raged was a thousand miles overhead where solar winds roared with unimaginable power for Old Sol had belched plasma in a fit of heliomagnetic fury sufficient to encircle Earth's poles in ghostly dancing light.
"
226,"Regrettably it was neither a dark nor stormy night, and as Jennifer Perkins tried to bury her husband's bleeding body she was only too aware that the full moon and listless night air was making her clandestine movements very visible from both the A303 highway and the chicken farm less than 200m away.
"
227,"It was a dark and stormy night, the gray moon bouncing beams off of the clockfaces, making them look aged and weathered— and down on the street a one young Winston S. Havilshropkington IV took note of this ironical occurrence, making a note in his faded moleskine journal, the same one he had taken care to spill tea onto for the proper aesthetic. 
"
228,"Replacing the Human Torch’s fireproof colostomy bag, teaching Iron Man how to use the TV remote, listening to Iceman complain that it’s too cold, searching in vain for the Invisible Woman after she’s wandered away yet again — life isn’t comical as a Marvel Universe hospice nurse.
"
229,"""Release the Netherhounds,"" sneezed the Dark Commander of Castle Direkill, though there were no interlopers but his allergy to dogs (and cats, though this is not a story about cats, but about dogs that take care of intruders) was intolerable, and it was expected he would have Netherhounds, being a Dark Commander and all.
"
230,"Pharaoh Ramesses II hadn’t blown his nose in such a long time that when it was finally done for him, what came out was a long string of crusty carbon-colored mucus that could be dated, and so it was, back to the time of Moses, which was evident by the locust that popped out at the end.
"
231,"Somewhere across a rolling sea of grass was the Khanate, although those who lived there wouldn't say they lived in “the Khanate,” since the distances of the grassland defied classifications, and the people who lived and traveled across it like ants on a slightly rumpled tablecloth called themselves whatever they wanted, taking refuge in the valley's folds so that if the Khan wanted anything of his people, he had to find them first.
"
232,"Major Thomas Von Steele, WW I flying ace and teen heart throb leaned into his control stick and dove past his rival, Capitain Pierre Longue, grateful for his twin synchronized Vickers, which in this case were not the machine guns pulsing through his twirling propeller like a Cuisinart, but Sasha and Susan Vickers, with whom he had a date later behind the Officer’s Club.
"
233,"As he lay dying on the smoke-wreathed battlefield, General Winthrop finally realized the terrible toll the war had taken, and he wondered if the bloodshed had all been for naught as he exhaled his last breath in a sort of ""meoooooh,"" actually very similar to the sound his cat Mister Jingles made when he wanted some food or was doing that thing with the drapes.
"
234,"Eleanor often thought when recalling the first Thanksgiving that it would all be so different today if that naked Indian, Squanto, and his friends had not showed up with a pigskin and talked the Pilgrim men into playing that silly game—before the women even had a chance to clear the tables and wash the dishes.
"
235,"“Punishing you hurts us more than it does you,” said Mr. and Mrs. Borden who were scolding Lizzie for not taking proper care of her gardening tools (she had again left the lovely new axe she had gotten for her birthday outside on a dark and stormy night), and Lizzie thought: “Yes . . . yes, I think it probably shall.”
"
236,"Deep in the wild forests of Matracha, atop a mountain made entirely of crystal, lies a glade where rare birds frolic, and the trees bear delectable fruit and wondrous flowers all year round . . . it has nothing to do with the rest of this story, but, hey, pretty cool, huh?
"
237,"I looked up at her breathless “hello,” and knew I could never unsee her Bride of Frankenstein makeup, or the way she filled her clothes; which must have looked good form-fitting a younger, svelter her, but now resembled a sausage skin strained to its limits by a failure of the emergency stop on the filling machine; perhaps a developing grub, whose skin failed to molt, or a Michelin Woman, as imagined by Salvador Dali on acid. 
"
238,"A darkness passed through the marsh mist, two baleful lights peering out from the deeper shadow of a heavy black cowl, a faded specter of some ancient hero doomed to walk the earth for eternity, driving before it all living things in a terror unimaginable – all except, of course, for our hero, who gazed past the evil without concern, for Captain Frog had seen many strange wonders in his swampy home and was intent on a particularly large and tasty blowfly.
"
239,"It is my duty, I am afraid to inform you, that I must—well, inform you--of a certain dire fact that is unknown to the general population, but is of the utmost importance, especially to you, dearest reader, and that is that the mitochondria is (I hope you’re sitting down) the powerhouse of the cell—now do keep this in mind, for it shall be important later.
"
240,"Meeting his fiancé’s parents for the first time, Damon felt no fear because she had accepted his marriage proposal, but he still hoped for the parents’ approval, so it felt good that Mr. Dracula shook hands with one hand while his other hand squeezed Damon’s neck and then Mrs. Dracula proceeded to place a gentle kiss on his neck that intensified so much that it probably left a hickey.  
"
241,"Two of the heads of the ghastly mutant creature known as Son of Triceratops had stayed up all night debating whether their dentist really did deserve the plaque awarded to him that day by the Royal Association for the Prevention of Monster Cavities, whilst the third head, having already made up its mind on the subject and recognizing the importance of a good night’s sleep, nodded off early.
"
242,"A sweaty Hector threw off his shirt, passion burning, skin glistening, his deodorant congealed to little chunks ensnared among the matted jungle of his armpits like so many crumbles of pungent blue cheese over a bed of sprouts, moistened with a dressing of perspiration, and lustily asked, ""Are you as hungry as I am?"" to the confused busboy.
"
243,"One day—though this was no average day, it was gloomy; uncharacteristically forecast for mid-July, yet not extraordinary considering the geographic location, on the northern coast of Germany, where drastic changes in weather are indeed quite common although not so common that they were expected yet common enough to leave no one shocked by the small gathering of clouds above their heads—Linda went on a walk down the street.
"
244,"The Fall leaf, resplendent in red, gold, and purple, fluttered gently to the ground in front of her; and she knew that Winter was on Fall's heels: soup simmering gently in the crock pot, the snowy night sky reflecting city lights in a color vaguely reminiscent of Donald Trump's hair, while gently falling snow muffled city sounds like a gag on a narcissist. 
"
245,"Like the smoke from a cheap corn cob pipe, the tragic events of the past week descended into Lloyd Mounser's brain and stubbornly clung to his memory the way those little white styrofoam peanuts get stuck to your hands you when you're opening a box of soft-white light bulbs that you got online with free shipping.
"
246,"Like a pilonidal cyst on the butt crack of the sands of time, Alfred ""Freddy"" Malblench was irritating and sometimes painful to bear, but not too significant a factor in the overall scheme of things, but all that was about to change, although it wasn't his doing that accounted for the change, but rather his undoing.
"
247,"Fifteen mute commuters, jammed together in anxious anticipation of release, like expectant spermatozoa suddenly thwarted by an elevator suspended in its shaft, its cables soot-slicked, tense, and tired, yet no one stirred until Fern realized the last sound she might ever know was the Muzak thrum of Manilow’s greatest hits, and she snapped.
"
248,"She carried her breasts like two dirty diaper pails, the inertia carrying the three of them through one sexless day after another, until fate, blind ass luck, and a common interest in rehabilitating three-legged Peruvian turtles, put them on a collision course for love.
"
249,"A faint breeze wafted through the forest trees like a soft whisper; leaves rustled, the sun above glancing off their trembling sides; waves lapped lithely at the sabulous beach; a loon sang its somber song as the morning fog lifted from the lake, dissipating into the early morning air— God, how Evan hated nature.
"
